,Unnamed: 0,ESTC,NDEP,RENDA,TIPOR,VBEM,NPARC,VPARC,TEL,IDADE,RESMS,ENTRADA,target,NOVA_COLUNA,Strings
1408,1408,1,0,800,1,849,12,101,0,37,6,100,,-36.569201075147696,Mariana
979,979,0,0,1860,1,782,10,118,0,37,6,0,,804.5224236532492,Mariana
1271,1271,0,0,480,0,558,5,113,0,37,190,0,,-58.212197629826946,Mariana
670,670,0,0,960,1,337,6,72,0,37,6,0,,464.9512708125921,Mariana
1359,1359,0,1,1600,1,618,10,89,0,37,6,0,,732.8766419550008,Mariana
1262,1262,1,0,750,1,567,10,78,0,37,6,0,,136.5747713622863,Mariana
885,885,1,0,411,0,305,4,92,0,37,240,0,,79.10888395848276,Mariana
1275,1275,0,0,1100,0,694,12,94,0,37,60,0,,303.0019517655095,Mariana
674,674,1,0,833,1,375,10,57,0,37,6,0,,341.8100835187274,Mariana
676,676,0,0,500,1,567,10,78,0,37,6,0,,-50.0027851435693,Mariana
942,942,0,0,1000,1,519,10,72,0,37,6,0,,358.97521871726616,Mariana
236,236,1,0,450,0,468,12,65,0,37,24,0,,-13.433584068421602,Mariana
858,858,1,0,600,1,459,5,111,0,37,6,0,,105.22974186930254,Mariana
767,767,0,0,1000,1,449,6,96,0,37,6,0,,411.2169345389057,Mariana
1499,1499,0,4,501,1,849,10,117,0,37,6,0,,-259.715958656151,Mariana
1303,1303,0,0,500,0,316,5,77,0,37,12,0,,137.3210815883097,Mariana
534,534,1,0,1000,1,618,10,89,0,37,6,0,,285.09050634094734,Mariana
351,351,0,0,400,0,537,10,78,0,37,6,0,,-102.24450096520886,Mariana
1214,1214,1,0,500,0,546,15,68,0,37,72,0,,-34.33027039707743,Mariana
1469,1469,1,0,700,1,441,12,60,0,37,6,0,,193.29434854006638,Mariana
809,809,0,0,500,1,590,6,126,0,37,6,0,,-67.167920342108,Mariana
1013,1013,0,3,627,1,979,9,126,0,37,6,200,,-262.7011995602447,Mariana
1233,1233,0,0,550,1,469,5,89,0,37,6,100,,60.45112830789721,Mariana
892,892,1,0,1800,0,699,3,259,0,37,48,0,,821.687558851788,Mariana
1026,1026,1,0,920,0,700,12,99,1,37,192,0,,164.18824972515293,Mariana
1200,1200,0,0,500,1,480,10,67,0,37,6,0,,14.926204520468447,Mariana
1033,1033,1,0,300,1,470,10,72,0,37,6,0,,-126.8727384239818,Mariana
525,525,1,0,1432,1,618,10,89,0,37,6,0,,607.4965239830658,Mariana
1044,1044,0,0,1000,1,639,10,68,0,37,6,150,,269.4179915944555,Mariana
1194,1194,0,0,330,1,340,6,73,0,37,6,0,,-7.463102260234224,Mariana
115,115,0,0,600,0,461,11,70,0,37,60,0,,103.73712141725571,Mariana
1441,1441,0,0,450,1,399,10,55,0,37,6,0,,38.06182152719454,Mariana
373,373,1,0,990,1,337,9,55,0,37,6,0,,487.34057759329477,Mariana
420,420,1,0,412,1,610,12,69,0,37,36,100,,-147.76942475263763,Mariana
127,127,1,0,600,0,870,12,118,0,37,48,0,,-201.50376102632404,Mariana
746,746,0,0,450,1,429,10,59,0,37,6,0,,15.672514746491869,Mariana
1093,1093,3,0,800,0,632,12,78,1,37,36,78,,125.38011797193495,Mariana
1086,1086,0,0,2000,1,567,10,78,0,37,6,0,,1069.4625538915643,Mariana
1047,1047,0,0,300,1,463,10,70,0,37,6,0,,-121.64856684181784,Mariana
1191,1191,1,0,833,1,470,10,72,0,37,6,0,,270.9106120465023,Mariana
1162,1162,0,0,960,1,420,6,89,0,37,6,0,,403.0075220526481,Mariana
1192,1192,0,0,600,0,930,10,111,1,38,180,200,,-246.28237458772938,Mariana
425,425,0,2,1500,1,849,10,117,0,38,6,0,,485.84795714124795,Mariana
828,828,1,0,558,1,480,10,67,0,38,6,0,,58.212197629826946,Mariana
318,318,0,3,1380,1,1074,2,360,0,38,140,360,,228.37092916316723,Mariana
635,635,0,0,2500,0,3017,10,302,0,38,0,0,,-385.84238685410935,Mariana
344,344,0,0,3000,1,438,6,93,0,38,6,0,,1912.046799072008,Mariana
302,302,1,0,1500,1,480,10,67,0,38,6,0,,761.2364305438908,Mariana
451,451,0,0,1000,1,782,10,118,0,38,6,0,,162.69562927310608,Mariana
562,562,1,0,320,0,451,12,61,0,38,12,0,,-97.76663960906832,Mariana
341,341,1,0,560,0,640,11,77,0,38,132,100,,-59.70481808187379,Mariana
120,120,0,0,655,1,399,10,55,0,38,6,0,,191.05541786199612,Mariana
222,222,1,0,861,1,350,10,54,0,38,6,0,,381.3645254979688,Mariana
713,713,0,0,867,1,885,10,122,0,38,6,0,,-13.433584068421602,Mariana
340,340,0,3,500,1,639,10,88,0,38,6,0,,-103.73712141725571,Mariana
195,195,1,0,2000,1,360,10,55,0,38,6,0,,1223.9487706784125,Mariana
1073,1073,0,0,540,0,552,4,119,0,38,48,119,,-8.955722712281068,Mariana
564,564,0,0,300,0,650,12,88,0,38,36,0,,-261.2085791081978,Mariana
1244,1244,1,0,650,1,480,10,67,0,38,6,0,,126.8727384239818,Mariana
1294,1294,2,0,429,0,350,6,77,0,38,48,0,,58.958507855850364,Mariana
999,999,0,0,600,0,450,10,54,1,38,60,100,,111.94653390351336,Mariana
1267,1267,0,0,518,1,480,6,102,0,38,6,0,,28.359788588890048,Mariana
864,864,0,0,500,1,350,10,54,0,38,6,0,,111.94653390351336,Mariana
1356,1356,1,0,469,1,404,12,56,1,38,0,0,,48.510164691522455,Mariana
1148,1148,0,0,400,1,747,10,62,0,38,6,300,,-258.96964843012756,Mariana
1096,1096,1,0,650,1,868,5,84,0,38,6,522,,-162.69562927310608,Mariana
1254,1254,3,0,300,0,407,9,58,0,38,60,50,,-79.85519418450619,Mariana
1343,1343,0,0,530,0,693,10,105,0,38,0,0,,-121.64856684181784,Mariana
1103,1103,1,0,4000,0,583,3,160,1,38,24,160,,2550.1420423220343,Mariana
760,760,0,0,1051,0,829,12,102,0,38,48,0,,165.68087017719975,Mariana
1390,1390,0,2,389,0,362,10,55,0,38,36,0,,20.150376102632404,Mariana
1041,1041,0,0,640,1,370,3,138,0,38,132,0,,201.50376102632404,Mariana
1258,1258,1,0,1200,0,466,10,74,1,38,12,0,,547.791705901192,Mariana
1476,1476,0,1,305,1,349,10,53,0,38,6,0,,-32.837649945030584,Mariana
56,56,0,0,600,1,492,6,84,0,38,6,100,,80.60150441052961,Mariana
799,799,1,0,1500,0,409,6,85,0,38,48,0,,814.2244565915538,Mariana
1316,1316,0,2,1200,1,686,9,111,0,38,6,0,,383.60345617603906,Mariana
748,748,0,0,421,0,416,10,63,0,39,0,0,,3.731551130117112,Mariana
362,362,0,0,492,1,480,10,67,0,39,6,0,,8.955722712281068,Mariana
771,771,0,0,500,0,804,12,109,0,39,36,0,,-226.87830871112038,Mariana
800,800,0,0,1981,1,639,10,88,0,39,6,0,,1001.5483233234328,Mariana
868,868,1,0,2000,0,338,2,115,0,39,48,115,,1240.367595650928,Mariana
769,769,1,0,450,1,418,10,61,0,39,6,0,,23.881927232749515,Mariana
1399,1399,1,0,352,0,541,12,74,0,39,72,0,,-141.05263271842682,Mariana
921,921,0,3,1800,1,690,12,93,0,39,6,0,,828.4043508859988,Mariana
759,759,0,0,300,1,359,9,59,0,39,6,0,,-44.03230333538192,Mariana
761,761,0,0,400,0,560,11,82,0,39,24,0,,-119.40963616374758,Mariana
1454,1454,0,0,4000,0,368,3,101,0,39,48,101,,2710.59874091707,Mariana
1393,1393,0,0,1300,0,421,12,57,0,39,0,0,,656.0066886745882,Mariana
1461,1461,1,0,380,0,549,12,75,1,39,0,0,,-126.12642819795838,Mariana
1409,1409,0,1,1336,1,744,10,113,0,39,6,0,,441.815653805866,Mariana
765,765,0,0,1000,1,849,10,117,0,39,6,0,,112.69284412953678,Mariana
758,758,0,0,404,1,474,12,64,0,39,6,0,,-52.241715821639566,Mariana
854,854,0,0,1000,0,712,4,77,0,39,96,450,,214.93734509474564,Mariana
787,787,1,0,800,0,605,3,224,0,39,48,0,,145.53049407456734,Mariana
117,117,0,0,1000,1,678,10,93,0,39,6,0,,240.311892779542,Mariana
157,157,1,0,1000,1,370,6,79,0,39,6,0,,470.1754423947561,Mariana
566,566,0,0,370,0,558,12,76,0,39,0,0,,-140.3063224924034,Mariana
274,274,0,0,735,1,519,12,70,0,39,6,0,,161.20300882105923,Mariana
1265,1265,2,0,2690,0,1093,12,148,0,39,6,0,,1191.8574309594055,Mariana
630,630,0,0,400,1,398,10,58,0,39,6,0,,1.4926204520468447,Mariana
1166,1166,0,0,330,1,348,10,51,0,39,6,0,,-13.433584068421602,Mariana
377,377,0,0,900,1,464,10,71,0,39,6,0,,325.39125854621216,Mariana
145,145,0,0,800,1,597,9,97,0,39,6,0,,151.50097588275474,Mariana
707,707,1,0,390,0,525,15,58,1,39,36,60,,-100.75188051316202,Mariana
35,35,0,2,868,1,567,10,78,0,39,6,0,,224.63937803305012,Mariana
1049,1049,1,0,877,0,771,5,103,0,39,48,257,,79.10888395848276,Mariana
1035,1035,0,0,500,1,479,6,55,0,39,6,200,,15.672514746491869,Mariana
507,507,1,0,500,1,300,6,64,0,39,6,0,,149.26204520468445,Mariana
105,105,0,0,1700,1,314,2,107,0,39,108,107,,1034.3859732684634,Mariana
812,812,0,0,420,1,554,9,90,0,39,6,0,,-100.0055702871386,Mariana
287,287,1,0,2000,1,495,2,175,0,40,6,175,,1123.1968901652506,Mariana
726,726,0,0,900,0,558,10,86,1,40,72,0,,255.23809730001045,Mariana
1367,1367,1,0,819,1,1085,24,104,0,40,6,0,,-198.51852012223034,Mariana
424,424,0,0,800,1,418,10,61,0,40,6,0,,285.09050634094734,Mariana
84,84,0,0,373,1,680,12,92,0,40,120,0,,-229.11723938919067,Mariana
1255,1255,0,2,584,1,849,10,117,0,40,6,0,,-197.77220989620693,Mariana
335,335,1,0,300,0,558,12,76,1,40,48,0,,-192.54803831404297,Mariana
1297,1297,0,0,3399,1,468,3,175,0,40,6,0,,2187.435272474651,Mariana
135,135,1,0,300,1,349,10,51,0,40,6,0,,-36.569201075147696,Mariana
11,11,1,0,411,1,390,12,55,1,40,0,0,,15.672514746491869,Mariana
269,269,0,0,322,1,469,10,72,1,40,0,0,,-109.70760322544308,Mariana
803,803,1,0,819,1,558,24,54,0,40,6,0,,194.78696899211323,Mariana
786,786,1,0,649,1,311,2,69,1,40,0,190,,252.25285639591675,Mariana
1364,1364,0,0,3596,1,1045,6,221,0,40,6,0,,1903.8373865857504,Mariana
247,247,0,0,600,1,780,12,78,0,40,6,200,,-134.335840684216,Mariana
1199,1199,0,0,830,1,902,5,216,0,40,6,0,,-53.73433627368641,Mariana
188,188,1,0,800,1,480,6,81,0,40,6,100,,238.81927232749516,Mariana
768,768,0,0,513,1,537,10,78,0,40,6,0,,-17.911445424562135,Mariana
307,307,0,0,953,0,698,6,145,0,40,48,0,,190.3091076359727,Mariana
519,519,0,0,446,1,348,10,51,0,40,6,0,,73.13840215029539,Mariana
1032,1032,0,0,600,1,346,10,51,0,40,6,0,,189.56279740994927,Mariana
513,513,0,1,1650,1,628,12,71,0,40,6,100,,762.7290509959377,Mariana
1458,1458,1,0,2017,1,639,10,88,0,40,6,0,,1028.415491460276,Mariana
537,537,0,0,500,1,350,3,132,0,40,6,0,,111.94653390351336,Mariana
1179,1179,0,0,2500,0,685,6,144,0,40,48,0,,1354.5530602325116,Mariana
629,629,0,0,4000,1,991,10,129,0,40,6,0,,2245.6474701044776,Mariana
1439,1439,1,0,1009,1,332,4,98,0,40,6,0,,505.2520230178569,Mariana
1123,1123,0,0,1400,1,514,2,173,0,40,119,173,,661.2308602567522,Mariana
1110,1110,1,0,397,0,403,10,61,1,40,0,0,,-4.477861356140534,Mariana
662,662,0,0,300,1,578,10,76,0,40,6,0,,-207.47424283451141,Mariana
466,466,3,0,1004,1,879,10,134,0,40,0,0,,93.2887782529278,Mariana
914,914,1,0,800,0,446,5,90,0,40,48,0,,264.1938200122915,Mariana
887,887,1,0,800,0,363,10,55,1,40,36,0,,326.13756877223557,Mariana
572,572,0,0,300,1,368,6,62,0,40,6,80,,-50.749095369592716,Mariana
1077,1077,1,0,1073,1,340,10,52,0,40,6,0,,547.0453956751686,Mariana
1444,1444,0,0,500,1,330,10,50,0,40,6,0,,126.8727384239818,Mariana
955,955,0,0,550,1,430,9,59,0,40,6,0,,89.55722712281069,Mariana
1039,1039,1,0,3000,0,329,3,122,0,40,48,0,,1993.394613708561,Mariana
730,730,0,0,2581,0,308,2,168,0,40,48,0,,1696.363143751239,Mariana
683,683,0,0,500,1,621,9,84,0,40,6,0,,-90.3035373488341,Mariana
68,68,0,0,610,1,639,10,88,0,40,6,0,,-21.642996554679247,Mariana
501,501,0,0,500,1,345,10,53,0,40,6,0,,115.67808503363047,Mariana
346,346,0,0,758,1,379,12,52,0,41,6,0,,282.85157566287705,Mariana
1226,1226,1,0,1013,1,323,6,69,0,41,6,0,,514.9540559561614,Mariana
44,44,3,0,533,0,329,6,68,0,41,48,0,,152.24728610877816,Mariana
358,358,3,0,400,1,479,15,59,1,41,180,0,,-58.958507855850364,Mariana
432,432,0,0,1200,1,535,10,81,0,41,6,0,,496.29630030557587,Mariana
196,196,0,0,755,1,1190,12,160,0,41,6,0,,-324.64494832018875,Mariana
1130,1130,0,0,1107,0,689,6,98,0,41,0,150,,311.95767447779053,Mariana
216,216,1,0,360,1,384,12,52,1,41,0,0,,-17.911445424562135,Mariana
1060,1060,0,0,519,1,431,9,70,1,41,156,0,,65.67529989006117,Mariana
444,444,0,0,1334,1,503,10,76,0,41,6,0,,620.183797825464,Mariana
476,476,0,0,411,0,419,11,58,0,41,48,0,,-5.970481808187379,Mariana
763,763,0,0,300,1,311,6,67,0,41,6,0,,-8.209412486257646,Mariana
322,322,0,3,3000,1,1944,10,266,0,41,6,0,,788.103598680734,Mariana
493,493,0,1,1500,1,460,3,154,0,41,6,50,,776.1626350643593,Mariana
1027,1027,0,0,1107,0,689,6,120,0,41,0,150,,311.95767447779053,Mariana
226,226,0,0,1866,1,613,12,83,1,41,12,0,,935.1267132073482,Mariana
734,734,0,0,540,1,650,10,94,0,41,6,0,,-82.09412486257646,Mariana
781,781,1,0,800,1,618,10,89,0,41,6,0,,135.82846113626286,Mariana
754,754,0,0,400,1,789,24,76,0,41,6,0,,-290.3146779231113,Mariana
633,633,1,0,555,0,522,10,79,0,41,6,0,,24.628237458772936,Mariana
675,675,3,0,480,0,502,12,68,0,41,120,0,,-16.418824972515292,Mariana
423,423,1,0,566,0,556,12,76,0,41,120,0,,7.463102260234224,Mariana
481,481,0,0,420,0,849,18,97,1,41,180,0,,-320.16708696404817,Mariana
417,417,0,0,411,1,459,10,64,0,41,6,0,,-35.82289084912427,Mariana
217,217,1,0,2057,1,989,5,212,0,41,6,100,,797.059321393015,Mariana
204,204,0,0,340,0,369,12,52,0,41,0,0,,-21.642996554679247,Mariana
1153,1153,0,0,404,0,480,10,67,0,41,6,0,,-56.719577177780096,Mariana
1456,1456,0,0,1200,1,355,10,54,0,41,6,0,,630.6321409897919,Mariana
1389,1389,1,1,800,1,735,6,155,0,41,6,0,,48.510164691522455,Mariana
1494,1494,0,0,1100,1,412,6,67,0,41,6,100,,513.4614355041145,Mariana
1296,1296,0,0,400,1,445,12,61,0,41,84,0,,-33.583960171054,Mariana
1008,1008,0,0,1639,1,315,3,81,1,41,60,100,,988.1147392550112,Mariana
241,241,0,0,600,1,657,6,140,0,41,6,0,,-42.539682883335075,Mariana
1305,1305,1,0,368,0,330,10,51,0,41,0,0,,28.359788588890048,Mariana
912,912,0,0,463,0,436,10,67,0,41,72,0,,20.150376102632404,Mariana
285,285,1,0,624,1,451,12,61,0,41,6,0,,129.11166910205208,Mariana
1340,1340,0,0,840,0,954,6,215,0,41,0,0,,-85.07936576667015,Mariana
123,123,0,2,400,1,429,10,60,0,41,6,0,,-21.642996554679247,Mariana
5,5,0,0,300,0,331,6,74,1,41,0,0,,-23.135617006726093,Mariana
270,270,1,0,1600,0,435,10,66,1,41,0,0,,869.451413317287,Mariana
947,947,1,0,301,1,490,12,66,0,41,6,0,,-141.05263271842682,Mariana
180,180,0,2,1000,1,635,4,171,0,41,6,50,,272.40323249854913,Mariana
382,382,1,0,324,1,780,5,92,0,41,6,400,,-340.3174630666806,Mariana
1028,1028,1,0,800,1,407,5,100,1,41,0,0,,293.299918827205,Mariana
1181,1181,1,0,380,0,492,12,68,0,41,12,0,,-83.5867453146233,Mariana
371,371,0,0,980,1,661,12,89,0,41,6,0,,238.07296210147172,Mariana
1426,1426,1,1,2000,1,1059,10,145,0,41,6,0,,702.2779226880405,Mariana
163,163,0,0,1200,1,339,6,73,0,41,6,0,,642.5731046061667,Mariana
404,404,1,0,360,0,399,10,61,1,41,0,0,,-29.106098814913473,Mariana
682,682,0,1,1200,1,1149,10,158,0,42,6,0,,38.06182152719454,Mariana
976,976,1,0,850,0,446,6,99,0,42,96,0,,301.5093313134626,Mariana
1323,1323,0,0,350,0,548,10,83,0,42,48,0,,-147.76942475263763,Mariana
1335,1335,0,0,350,1,452,10,66,0,42,6,0,,-76.12364305438908,Mariana
74,74,0,0,400,1,618,10,89,0,42,6,0,,-162.69562927310608,Mariana
242,242,1,0,900,1,475,10,69,0,42,6,0,,317.18184605995447,Mariana
1450,1450,0,0,1200,0,305,6,57,0,42,0,56,,667.947652290963,Mariana
464,464,0,0,4000,0,336,9,51,0,42,48,0,,2734.4806681498194,Mariana
555,555,0,0,1540,1,571,10,86,0,42,6,0,,723.1746090166962,Mariana
82,82,1,2,350,1,357,4,76,0,42,6,100,,-5.224171582163956,Mariana
826,826,0,0,750,1,446,3,167,0,42,6,0,,226.87830871112038,Mariana
265,265,1,0,792,0,1092,6,183,0,42,48,0,,-223.8930678070267,Mariana
1051,1051,0,0,470,1,357,4,105,0,42,24,0,,84.33305554064673,Mariana
1377,1377,1,0,1000,1,411,5,101,0,42,6,0,,439.57672312779573,Mariana
1436,1436,1,0,1545,1,516,10,78,0,42,6,0,,767.9532225781016,Mariana
602,602,0,0,400,1,338,6,73,0,42,6,0,,46.27123401345219,Mariana
847,847,1,0,1000,0,385,6,87,1,42,0,0,,458.98078900440476,Mariana
174,174,0,0,450,1,799,10,121,0,42,6,0,,-260.4622688821744,Mariana
1268,1268,0,0,450,1,318,5,77,0,42,6,0,,98.51294983509175,Mariana
72,72,0,1,450,1,466,10,68,0,42,6,0,,-11.940963616374757,Mariana
618,618,1,0,450,1,387,10,54,0,42,6,0,,47.017544239475605,Mariana
408,408,0,0,533,1,515,10,78,0,42,6,0,,13.433584068421602,Mariana
1127,1127,0,0,1118,1,397,2,217,0,42,6,0,,538.0896729628876,Mariana
688,688,0,0,604,0,549,12,75,0,42,120,0,,41.04706243128823,Mariana
1142,1142,0,0,2190,1,399,6,91,1,42,96,0,,1336.6416148079495,Mariana
500,500,0,0,3000,1,704,7,137,1,42,60,0,,1713.5282789497776,Mariana
134,134,1,0,481,1,340,10,52,0,42,6,0,,105.22974186930254,Mariana
1165,1165,1,0,1000,1,537,10,78,0,43,6,0,,345.54163464884454,Mariana
981,981,1,1,800,1,365,10,56,0,43,6,0,,324.64494832018875,Mariana
953,953,0,0,2500,1,618,10,89,0,43,6,0,,1404.555845376081,Mariana
526,526,0,0,300,1,480,10,67,0,43,6,0,,-134.335840684216,Mariana
1002,1002,1,0,1200,0,366,6,62,0,43,48,0,,622.4227285035342,Mariana
472,472,1,0,3000,0,360,1,376,0,43,48,0,,1970.258996701835,Mariana
610,610,0,0,800,1,399,10,55,0,43,6,0,,299.2704006353924,Mariana
1420,1420,1,0,500,1,480,10,57,0,43,6,70,,14.926204520468447,Mariana
1068,1068,0,0,1100,1,378,4,111,0,43,6,0,,538.835983188911,Mariana
1009,1009,0,0,1320,1,569,5,112,1,43,0,112,,560.4789797435902,Mariana
151,151,0,0,1500,1,399,10,55,0,43,6,0,,821.687558851788,Mariana
104,104,0,0,1200,0,602,4,137,0,43,0,137,,446.29351516200654,Mariana
1418,1418,1,0,600,0,569,12,70,0,43,48,0,,23.135617006726093,Mariana
332,332,0,0,400,1,639,10,61,0,43,6,200,,-178.36814401959793,Mariana
1372,1372,0,2,500,1,673,10,97,0,43,6,0,,-129.11166910205208,Mariana
273,273,0,0,400,1,380,6,87,0,43,6,0,,14.926204520468447,Mariana
1397,1397,3,0,350,1,476,12,58,0,43,0,50,,-94.03508847895121,Mariana
224,224,1,0,368,0,704,9,79,0,43,48,0,,-250.7602359438699,Mariana
1159,1159,0,0,767,1,647,4,191,1,43,216,0,,89.55722712281069,Mariana
933,933,1,0,1674,1,558,10,84,0,43,6,0,,832.8822122421393,Mariana
191,191,0,0,500,0,483,10,58,1,43,8,100,,12.687273842398179,Mariana
1052,1052,0,0,774,1,305,6,68,1,43,72,0,,350.01949600498506,Mariana
462,462,0,0,3500,1,470,5,92,1,43,24,92,,2261.31998485097,Mariana
1097,1097,3,0,500,0,428,15,54,0,43,4,0,,53.73433627368641,Mariana
653,653,0,0,1300,1,489,10,74,0,43,6,0,,605.2575933049956,Mariana
744,744,0,0,700,0,620,6,138,0,43,120,0,,59.70481808187379,Mariana
970,970,1,0,600,1,429,12,58,0,43,6,0,,127.61904865000523,Mariana
1170,1170,1,0,2000,0,486,3,177,0,43,48,0,,1129.9136821994614,Mariana
762,762,1,0,800,1,929,6,197,0,43,6,0,,-96.27401915702148,Mariana
764,764,0,0,500,1,480,10,67,0,43,6,0,,14.926204520468447,Mariana
449,449,1,0,1674,1,480,10,67,0,43,6,0,,891.0944098719663,Mariana
1395,1395,0,0,350,1,505,10,70,0,44,6,0,,-115.67808503363047,Mariana
29,29,0,0,600,1,587,10,89,0,44,60,0,,9.702032938304491,Mariana
1431,1431,1,0,540,0,562,15,70,0,44,240,0,,-16.418824972515292,Mariana
751,751,0,0,500,1,429,10,60,0,44,6,0,,52.988026047662984,Mariana
971,971,0,0,300,0,495,10,75,0,44,300,0,,-145.53049407456734,Mariana
822,822,1,0,513,1,480,12,66,1,44,60,0,,24.628237458772936,Mariana
374,374,1,0,1500,1,525,12,71,0,44,6,0,,727.6524703728368,Mariana
1118,1118,1,0,1195,1,1554,12,211,0,44,6,0,,-267.9253711424086,Mariana
446,446,0,0,1400,1,420,10,58,0,44,6,0,,731.3840215029539,Mariana
1451,1451,0,2,400,0,464,8,82,0,44,9,0,,-47.76385446549903,Mariana
421,421,0,0,500,0,574,6,95,0,44,360,150,,-55.22695672573325,Mariana
1396,1396,0,0,488,1,403,9,66,0,44,6,0,,63.4363692119909,Mariana
75,75,1,0,1195,1,630,12,86,0,44,6,0,,421.66527770323364,Mariana
94,94,1,0,900,0,370,6,61,1,44,17,100,,395.54441979241386,Mariana
24,24,0,0,332,1,593,4,100,0,44,215,198,,-194.78696899211323,Mariana
309,309,0,4,500,0,343,10,52,0,44,336,0,,117.1707054856773,Mariana
484,484,0,0,599,1,459,10,64,0,44,6,0,,104.48343164327913,Mariana
1272,1272,0,0,800,1,529,6,113,0,44,6,0,,202.25007125234745,Mariana
492,492,0,1,400,1,443,10,67,0,44,6,0,,-32.09133971900716,Mariana
1019,1019,0,0,454,1,454,7,89,1,44,108,0,,0.0,Mariana
1053,1053,1,0,1052,0,417,3,155,0,44,48,0,,473.9069935248732,Mariana
438,438,2,0,490,0,429,10,66,0,44,10,0,,45.52492378742876,Mariana
459,459,0,1,600,1,347,6,74,0,44,6,0,,188.81648718392586,Mariana
845,845,0,0,1500,1,495,2,175,0,44,6,175,,750.0417771535394,Mariana
1322,1322,1,0,390,0,561,11,78,0,44,48,0,,-127.61904865000523,Mariana
16,16,0,2,500,1,347,4,101,0,44,6,0,,114.18546458158362,Mariana
290,290,0,0,1100,1,636,10,97,1,44,180,0,,346.28794487486795,Mariana
294,294,1,0,1238,1,806,18,87,0,44,6,0,,322.40601764211846,Mariana
299,299,0,0,320,0,480,12,65,1,44,0,0,,-119.40963616374758,Mariana
148,148,0,1,541,1,577,10,87,0,44,6,0,,-26.867168136843205,Mariana
750,750,1,0,450,1,832,12,112,0,45,6,0,,-285.09050634094734,Mariana
915,915,0,0,600,0,505,10,77,0,45,240,0,,70.89947147222512,Mariana
1306,1306,0,0,400,0,478,10,74,0,45,0,0,,-58.212197629826946,Mariana
108,108,1,0,500,0,450,4,114,0,45,48,0,,37.315511301171114,Mariana
1126,1126,0,0,4842,1,567,10,78,0,45,6,0,,3190.4762162501306,Mariana
45,45,1,0,800,1,345,10,53,0,45,6,0,,339.5711528406572,Mariana
1447,1447,1,0,1500,1,468,10,68,0,45,6,0,,770.1921532561719,Mariana
891,891,1,0,1800,1,735,12,99,0,45,6,0,,794.8203907149448,Mariana
1338,1338,0,4,350,1,573,12,77,0,45,6,0,,-166.4271804032232,Mariana
851,851,1,0,314,0,443,12,60,1,45,12,0,,-96.27401915702148,Mariana
954,954,0,0,972,0,559,3,152,0,45,0,152,,308.2261233476734,Mariana
899,899,0,0,2000,1,615,6,131,0,45,6,0,,1033.63966304244,Mariana
32,32,0,0,1300,1,349,10,51,0,45,6,0,,709.7410249482747,Mariana
288,288,1,0,600,0,409,10,63,1,45,240,0,,142.54525317047367,Mariana
862,862,2,0,721,0,666,10,101,0,45,144,0,,41.04706243128823,Mariana
1468,1468,0,2,300,1,399,6,85,0,45,6,0,,-73.88471237631882,Mariana
219,219,1,0,1200,0,598,9,99,0,45,0,0,,449.27875606610024,Mariana
1223,1223,0,0,700,1,770,12,104,0,45,6,0,,-52.241715821639566,Mariana
249,249,0,4,350,1,498,12,67,0,45,6,0,,-110.4539134514665,Mariana
1312,1312,0,0,800,1,469,12,63,0,45,6,0,,247.0286848137528,Mariana
690,690,0,0,800,1,560,6,119,0,45,6,0,,179.11445424562137,Mariana
1311,1311,1,0,1000,0,471,3,176,1,45,240,0,,394.7981095663904,Mariana
612,612,0,3,600,1,446,12,60,0,45,6,0,,114.93177480760704,Mariana
805,805,0,0,800,1,747,10,103,0,45,6,0,,39.55444197924138,Mariana
910,910,1,0,330,0,496,12,68,0,45,72,0,,-123.88749751988811,Mariana
1210,1210,0,0,908,1,539,12,73,0,45,72,0,,275.38847340264283,Mariana
569,569,1,0,1368,0,330,6,75,0,46,0,0,,774.6700146123123,Mariana
1264,1264,1,0,500,0,399,6,89,0,46,120,0,,75.37733282836565,Mariana
561,561,1,0,2220,1,321,6,69,0,46,6,0,,1417.243119218479,Mariana
1243,1243,1,0,679,1,386,10,59,0,46,6,0,,218.66889622486275,Mariana
20,20,0,0,554,1,429,10,60,0,46,6,0,,93.2887782529278,Mariana
902,902,1,0,360,1,537,10,78,0,46,6,0,,-132.09691000614575,Mariana
297,297,0,0,300,1,455,10,69,0,46,6,0,,-115.67808503363047,Mariana
1241,1241,0,0,480,1,309,6,70,0,46,156,0,,127.61904865000523,Mariana
656,656,0,0,486,1,475,5,106,1,46,24,40,,8.209412486257646,Mariana
121,121,0,0,300,1,459,10,70,0,46,6,0,,-118.66332593772415,Mariana
867,867,1,0,1699,0,1187,10,180,0,46,144,0,,382.11083572399224,Mariana
364,364,0,0,2200,0,2498,6,525,0,46,0,0,,-222.40044735497986,Mariana
616,616,1,0,750,1,525,10,76,0,46,6,0,,167.91980085527004,Mariana
1467,1467,0,0,370,1,399,12,54,0,46,6,0,,-21.642996554679247,Mariana
491,491,1,0,350,1,459,10,70,0,46,6,0,,-81.34781463655304,Mariana
819,819,0,0,400,1,692,10,95,0,46,6,0,,-217.9225859988393,Mariana
1018,1018,0,0,873,1,385,6,82,0,46,6,0,,364.1993902994301,Mariana
1355,1355,0,0,1600,0,716,10,109,1,46,36,0,,659.7382398047054,Mariana
263,263,0,0,900,1,495,24,53,1,46,0,0,,302.255641539486,Mariana
624,624,0,0,410,0,348,10,54,0,46,0,0,,46.27123401345219,Mariana
